site_code,timestamp_local,nh4_uM,no3_uM,po4_uM,tdn_uM,tdp_uM,spec_cond_uSpercm,tpc_uM,tpn_uM,tpp_uM
RG01,2005-02-20T20:02:00Z,0.2,70.4,4.4,91,3.8,460,1075.6,80.4,39.6
RS02,2011-03-21T22:25:00Z,0.3,82.9,NA,121.3,0.6,345,NA,NA,NA
ON02,2009-02-17T18:10:00Z,0.2,17.4,0.3,26.8,0.3,955,NA,NA,NA
MC00,2005-01-03T01:27:00Z,1,53.8,11.5,81.7,11,267,2831.2,333.9,46.6
MC00,2004-01-07T13:10:00Z,0.6,85.1,3.1,99.8,4,1339,NA,NA,NA
GV01,2005-02-20T04:04:00Z,0.6,60.3,8.3,91.3,3.4,696,1051.6,100.4,223.3
ON02,2005-02-16T14:48:00Z,0.1,115.6,1.2,131.2,0.4,788,NA,NA,NA
AT07,2006-03-20T11:24:00Z,1.2,78.7,5.6,103.5,5,1907,NA,NA,NA
RG01,2009-02-07T05:40:00Z,0.3,109.3,3.1,138.8,2.6,465,NA,NA,NA
BC02,2004-11-03T14:45:00Z,0.8,1929.2,3.6,1799.1,4,3773,NA,NA,NA
RS02,2005-01-05T09:00:00Z,0.2,85.4,2,93.9,0.1,523,NA,NA,NA
ON02,2006-04-15T12:36:00Z,2.1,45.1,0.4,45.3,0.7,857,NA,NA,NA
AT07,2006-04-04T05:00:00Z,2.1,79.6,15.4,139.8,17.9,427,NA,NA,NA
RG01,2012-01-23T15:00:00Z,1.6,96.6,4.7,169.9,2.3,912,NA,NA,NA
RG01,2008-01-06T03:29:00Z,0.4,195.1,1.7,247.8,2.1,338,NA,NA,NA
RS02,2008-01-26T19:03:00Z,0.3,91.7,0.1,119.4,0.2,410,NA,NA,NA
TO02,2006-02-19T08:45:00Z,0.6,619.7,0.7,542.5,1.1,1276,NA,NA,NA
AB00,2005-01-08T10:20:00Z,1.3,66.3,16.3,79.5,8.4,446,NA,NA,NA
RS02,2010-01-20T05:10:00Z,17.9,325.5,1.2,NA,15.5,318,27149.3,2216.8,NA
RS02,2008-01-04T11:03:00Z,0.3,1.2,0.4,15.9,0.4,990,NA,NA,NA
RS02,2006-03-17T16:49:00Z,1.4,3,0.8,11,2.2,645,NA,NA,NA
ON02,2004-10-21T00:15:00Z,75.7,56.2,6.6,303.7,9.8,865,10058.3,959.4,127.5
DV01,2004-12-27T10:45:00Z,2.4,33.9,NA,98.4,0.4,4844,NA,NA,NA
RG01,2004-02-27T00:37:00Z,0.5,150.7,2.3,175.5,2.3,1135,NA,NA,NA
BC02,2011-03-20T14:45:00Z,0.4,93.4,2.5,148.4,3.3,331,NA,NA,NA
ON02,2006-05-08T12:30:00Z,3.1,1.6,0.4,5.8,0.4,929,NA,NA,NA
MC00,2009-02-18T17:40:00Z,1.1,24.8,2.7,49.3,2.1,830,NA,NA,NA
AB00,2004-12-31T04:50:00Z,0.8,54.9,19.5,79.2,17.5,387,NA,NA,NA
RG01,2005-01-30T15:02:00Z,0.3,304.4,2.4,353.3,0.7,1482,NA,NA,0.1
DV01,2004-03-17T15:30:00Z,0.3,10.3,0.3,47.4,0.3,4807,NA,NA,NA
MC00,2004-02-25T20:15:00Z,1.2,102.5,13.4,159,14.3,308,NA,NA,NA
AT07,2006-04-04T01:37:00Z,2.2,85.7,15.3,147,17.1,437,NA,NA,NA
RS02,2009-12-12T23:55:00Z,45.8,225.3,13.1,492,14.2,482,114158.8,9094.3,NA
MC06,2002-11-07T22:10:00Z,0.1,88,9.7,203.3,16.8,701,29466.9,1516.7,14.3
BC02,2005-02-20T19:00:00Z,0.2,217.4,2.4,245,1.4,712,NA,NA,NA
GV01,2005-01-28T04:31:00Z,0.2,48.1,5.7,64.8,1.9,1436,181.6,9.9,8.2
DV01,2006-03-06T05:45:00Z,7,82.6,5.9,122.1,5.3,NA,NA,NA,NA
DV01,2007-02-21T01:45:00Z,6.4,26.6,13.3,121,13.5,9,NA,NA,NA
AB00,2005-02-22T18:26:00Z,0.9,51.3,19.8,88.7,4.6,458,NA,NA,NA
AB00,2003-11-26T08:59:00Z,5.2,77.8,2.1,106.1,3.2,2280,NA,NA,NA
MC00,2011-03-21T22:10:00Z,0.44999999999999996,85.1,3.5,143.2,5.3,374,NA,NA,NA
RS02,2005-11-02T13:41:00Z,0.1,1.6,0.2,6.5,0.2,842,NA,NA,NA
AB00,2008-01-06T01:01:00Z,1.3,56.7,4,92.5,5.8,379,NA,NA,NA
GV01,2005-03-22T19:11:00Z,1.2,54.5,24.4,86.5,22.6,472,12884.7,1491,2517.7
MC00,2011-03-23T12:00:00Z,0.5,96.6,0.7,112.5,2.9,700,NA,NA,NA
RG01,2006-02-27T16:18:00Z,0.3,90.8,0.7,108.7,1.2,1169,NA,NA,NA
RG01,2005-02-17T16:31:00Z,0.9,280.4,0.6,318.3,0.3,1553,200.9,19.4,3.2
SP02,2011-02-20T00:25:00Z,0.5,170.3,6.2,209,6.5,635,NA,NA,NA
AT07,2006-02-19T04:25:00Z,2.3,40.9,3.3,78.7,6.2,192,NA,NA,NA
MC00,2005-02-19T11:30:00Z,0.8,48.8,6.8,95,6.5,364,943.8,68.6,7.1
MC06,2010-01-20T14:00:00Z,17.4,193,6.1,259.9,7.5,263,NA,NA,NA
MC00,2010-01-21T13:30:00Z,14.5,147.2,8.1,249.2,20.4,328,NA,NA,NA
GV01,2004-12-07T14:10:00Z,3.2,57.8,3.4,59.6,4.2,1235,1385.4,134.9,32.7
SP02,2012-03-25T13:00:00Z,0.2,44.2,0.9,55.4,1.2,685,NA,NA,NA
RS02,2008-01-27T12:03:00Z,0.3,118.1,0.7,143.7,0.9,217,NA,NA,NA
MC06,2011-03-20T19:20:00Z,0.2,60.9,2.9,119.9,3.8,209,NA,NA,NA
RS02,2008-01-26T00:18:00Z,0.2,94.9,0.7,115.5,1,391,NA,NA,NA
AT07,2005-05-05T14:44:00Z,13.7,37,7,68.1,5,362,NA,NA,NA
DV01,2006-01-18T14:07:00Z,12,35.8,3.6,123.8,5.5,4228,NA,NA,NA
MC00,2005-04-30T09:52:00Z,0.5,45.1,1,54.6,0.8,1083,NA,NA,NA
BC02,2005-02-19T05:20:00Z,2.9,224.7,11.4,267.1,9.5,580,NA,NA,NA
BC02,2010-01-21T05:40:00Z,2.3,373.8,2,492.2,13.5,565,NA,NA,NA
MC00,2000-12-12T00:00:00Z,1.5,19.3,2.7,134.3,1.7,NA,NA,NA,NA
MC00,2004-12-29T02:31:00Z,1.3,156,10.5,210,9.7,380,339.2,25.4,3.8
AB00,2004-02-26T08:12:00Z,4,171.4,10.6,233.8,10.9,735,NA,NA,NA
RS02,2008-01-26T20:03:00Z,0.4,90.7,0.1,102.3,0.2,417,NA,NA,NA
AB00,2008-01-04T20:09:00Z,2.3,133.1,15.2,187.3,12.6,441,NA,NA,NA
ON02,2009-02-17T10:34:00Z,0.1,30.2,0.4,38.9,0.2,891,NA,NA,NA
AB00,2004-02-02T16:25:00Z,1.9,84.3,2.8,117.8,4.1,1935,NA,NA,NA
AB00,2008-02-24T08:00:00Z,1.5,29,8.1,69.2,9,NA,NA,NA,NA
MC00,2005-11-09T04:39:00Z,0.4,142.4,4,237.8,7.2,966,NA,NA,NA
RG01,2006-01-02T12:27:00Z,1.6,122.3,2.3,171.6,3.5,374,NA,NA,NA
AB00,2004-10-26T19:37:00Z,9.4,31.7,11.8,88.1,11.3,271,NA,NA,NA
AB00,2004-12-27T16:19:00Z,0.9,56.8,6.4,95,11.8,294,NA,NA,NA
AT07,2006-03-11T15:47:00Z,4.2,20.8,3.6,58.1,5,290,NA,NA,NA
RG01,2006-03-02T10:53:00Z,0.1,116.1,0.4,120.3,0.3,1490,NA,NA,NA
GV01,2004-10-20T20:41:00Z,43.2,21.6,6,159,5.4,1328,2727.1,192.4,28.8
MC00,2010-12-18T04:00:00Z,0.9,25.6,3.7,52.2,4.8,440,NA,NA,NA
MC00,2008-01-28T01:18:00Z,1,71.2,5.4,96.2,5.6,224,NA,NA,NA
MC00,2003-12-14T09:43:00Z,0.7,85.1,1.7,116.5,1.2,1624,NA,NA,NA
DV01,2006-11-27T07:00:00Z,43.8,164.8,12.8,275,8.7,2443,NA,NA,NA
AB00,2009-01-22T16:00:00Z,0.1,81.2,0.6,102.6,1.4,1917,NA,NA,NA
SP02,2012-03-25T09:00:00Z,0.7,100.9,3.6,120.9,3.2,636,NA,NA,NA
RG01,2004-11-22T13:36:00Z,0.4,0.1,1.9,22.7,2,3092,NA,NA,NA
HO00,2007-04-09T14:02:00Z,0.1,2.4,0.2,27.1,0.3,1128,NA,NA,NA
BC02,2005-01-19T17:18:00Z,0.4,555,3.3,539.3,1.6,1314,NA,NA,NA
RG01,2006-04-03T18:30:00Z,1.1,65.5,6.3,117.2,7.5,344,NA,NA,NA
RG01,2009-02-19T13:40:00Z,0.2,85.6,0.6,106.7,0.3,1603,NA,NA,NA
MC00,2005-07-27T12:56:00Z,4,79.4,1.8,96.8,2.4,1407,NA,NA,NA
RG01,2008-11-26T09:55:00Z,0.1,86.6,3.4,120.3,1.7,308,NA,NA,NA
AT07,2005-01-29T11:36:00Z,0.2,61.1,12.3,114.5,10.2,1634,NA,NA,NA
ON02,2008-02-24T12:59:00Z,0.7,65.5,0.5,97.9,0.7,NA,NA,NA,NA
RG01,2003-05-04T00:54:00Z,0.4,81,1.5,82.6,0.9,1049,34.3,5.7,NA
RS02,2005-02-18T18:56:00Z,0.2,3.5,1.7,4.6,0.2,591,NA,NA,NA
MC00,2009-12-13T05:40:00Z,35.9,173.1,11.7,299,12.3,456,NA,NA,NA
RS02,2008-01-06T04:01:00Z,0.5,80.7,0.4,93.8,0.8,536,NA,NA,NA
GV01,2009-02-19T14:59:00Z,0.6,3.3,1.2,13.6,1,1460,NA,NA,NA
ON02,2005-03-22T20:44:00Z,1.7,180.3,1,215.1,1.8,389,5474.9,569.4,254.5
RG01,2003-06-05T13:54:00Z,1.9,85.4,1.4,103.4,0.6,1826,9.2,1.4,NA
AB00,2009-02-19T04:00:00Z,9.5,51.1,4.2,82.6,3.5,1611,NA,NA,NA
RS02,2008-04-30T13:45:00Z,0.6,1.1,0.2,6.5,0.8,NA,NA,NA,NA
BC02,2009-12-12T17:00:00Z,4,65.4,4.4,134.8,6,47,NA,NA,NA
ON02,2004-12-29T10:51:00Z,18.1,526.9,1.6,536.3,1.1,509,13367.1,1294.2,326.9
AB00,2009-04-15T14:25:00Z,0.5,19.1,0.8,48.7,0.9,2244,NA,NA,NA
GV01,2009-02-17T19:49:00Z,0.3,11.4,1.3,32.2,1.2,1173,NA,NA,NA
SP02,2010-12-22T00:45:00Z,1,100.6,2,143.1,3.2,293,NA,NA,NA
AT07,2005-02-18T12:11:00Z,1.2,52.7,9.6,81.6,8.1,1015,NA,NA,NA
MC00,2005-05-19T15:46:00Z,0.6,53.2,0.8,60.7,0.3,1097,10.9,0.6,0.1
MC00,2009-12-13T09:40:00Z,34.8,257.8,10.7,402.3,11.7,534,NA,NA,NA
GV01,2004-10-23T16:37:00Z,18.6,6,4.3,82.2,4.9,1683,255.5,24.8,1.7
RG01,2012-02-07T03:00:00Z,11.5,46.3,1.8,90.7,1.2,2748,NA,NA,NA
MC00,2008-11-26T10:30:00Z,2.2,50.7,8.6,109.2,10.5,232,NA,NA,NA
MC06,2002-12-16T14:15:00Z,1.4,185,10.2,255.1,12.8,400,2028.2,150.3,25
GV01,2005-01-09T10:05:00Z,0.4,76,40.4,105.7,41.9,422,20470.2,2270.6,2789.8
DV01,2004-02-18T21:35:00Z,12.3,47.9,7.9,116.4,9.6,648,NA,NA,NA
MC00,2002-08-13T09:00:00Z,2.4,31,2.5,59.3,6.5,1453,NA,NA,NA
ON02,2006-12-14T13:05:00Z,0.5,0.1,0.4,18,0.3,3184,NA,NA,NA
BC02,2010-01-21T09:40:00Z,1.3,269.9,5,325,16.9,639,NA,NA,NA
ON02,2009-02-19T00:15:00Z,0.2,4.9,0.3,9.6,0.2,1035,NA,NA,NA
MC00,2010-01-21T10:25:00Z,1.2,94.6,3.9,123.9,5.4,473,NA,NA,NA
MC00,2004-03-23T09:35:00Z,0.1,60.5,1.6,74.9,0.6,1385,NA,NA,NA
RG01,2004-12-27T16:39:00Z,0.2,403.5,3.3,456.2,5.9,1810,187.4,15,3.9
ON02,2005-11-09T09:06:00Z,0.6,125.8,0.2,125.5,0.4,619,NA,NA,NA
GV01,2004-12-08T05:12:00Z,1.7,11.6,2.9,40.5,4.1,1400,219.3,28.7,7.9
MC00,2008-04-15T14:05:00Z,2.6,49.4,0.4,77.2,1.5,NA,NA,NA,NA
MC00,2010-01-21T01:25:00Z,14,333.5,3.8,397.2,5.6,474,NA,NA,NA
TO02,2006-02-28T00:08:00Z,0.8,441.6,7,486.7,6.7,432,NA,NA,NA
BC02,2004-12-05T10:55:00Z,0.1,1822.9,3.5,2168.1,3,3909,NA,NA,NA
ON02,2007-08-22T16:25:00Z,3.6,1.6,0.1,29.3,1.1,2116,NA,NA,NA
ON02,2005-01-11T22:20:00Z,0.1,384.8,4,396.6,0.9,571,319.8,39.8,9.1
GV01,2006-04-04T15:30:00Z,0.2,31.9,9.1,73.4,10.9,513,NA,NA,NA
MC00,2009-02-18T07:40:00Z,0.3,35.8,2.5,58.7,1.7,752,NA,NA,NA
DV01,2004-10-18T10:30:00Z,31.4,116,10.4,294.6,14.8,1924,NA,NA,NA
MC00,2006-07-11T10:41:00Z,1,60.5,1.2,92.9,1.6,1326,NA,NA,NA
MC00,2009-12-07T03:30:00Z,44.5,82.3,3.1,247.3,5.7,995,NA,NA,NA
MC00,2002-11-22T09:44:00Z,2.3,91.4,2.7,109.9,4.3,1309,40.6,5.2,0.2
TO02,2006-01-29T12:25:00Z,0.1,510.6,NA,521.3,0.1,1369,NA,NA,NA
GV01,2005-02-28T22:02:00Z,0.1,53.5,5.6,76.2,2.1,1209,NA,NA,NA
MC06,2001-11-12T20:00:00Z,0.7,58.1,10.4,122.5,6.2,NA,1769.8,145.8,9.6
AT07,2005-11-10T06:24:00Z,3.8,115.2,11.5,139.3,8.4,1322,NA,NA,NA
AT07,2005-11-06T11:00:00Z,1.2,73.1,7.3,87.1,6.3,NA,NA,NA,NA
ON02,2008-01-27T18:06:00Z,0.4,215.5,0.7,242.9,0.8,479,NA,NA,NA
AB00,2005-03-23T14:48:00Z,4.8,121,3.5,143.1,1.7,1314,NA,NA,NA
AB00,2009-05-06T14:30:00Z,1.9,29.3,0.5,68.5,0.9,2259,NA,NA,NA
AB00,2005-01-06T22:22:00Z,5.7,73.7,2.7,81.9,0.6,1040,NA,NA,NA
RG01,2006-03-10T17:00:00Z,0.3,64.4,0.1,81.7,2.3,1118,NA,NA,NA
RG01,2004-10-21T00:51:00Z,0.2,50.5,3.5,91.7,3.1,2090,26.7,2.5,0.1
RG01,2005-01-28T12:01:00Z,0.3,297.7,2.7,312,0.4,1377,NA,NA,0.2
MC00,2005-01-07T16:12:00Z,1.9,62.8,9.9,103.1,8.7,332,417.5,28.1,3.5
DV01,2005-02-09T10:55:00Z,13.5,44.3,2.5,108.8,2.6,2832,NA,NA,NA
RS02,2008-01-27T17:03:00Z,0.75,65.05,0.45,99.4,1.3,141.5,NA,NA,NA
BC02,2004-10-26T15:10:00Z,0.5,476.4,13.3,529.2,12.2,1029,NA,NA,NA
GV01,2005-01-03T12:29:00Z,0.2,102,12.3,141,4.9,648,4762.7,485.1,355.1
MC00,2005-05-25T10:49:00Z,1.1,90.8,0.4,100.4,0.2,1178,NA,NA,NA
DV01,2005-12-31T16:40:00Z,10,65.8,16.7,130.6,18,743,NA,NA,NA
AB00,2008-02-24T11:00:00Z,0.4,36.1,6.8,69.4,7.8,NA,NA,NA,NA
DV01,2004-02-02T16:21:00Z,5.4,48.7,NA,100.1,1.8,2089,NA,NA,NA
GV01,2005-02-19T16:04:00Z,0.7,49.3,22.1,87.8,7.4,466,7528.1,620.9,1581.5
TO02,2006-02-28T11:05:00Z,0.3,155.8,0.5,175.2,0.7,506,NA,NA,NA
MC00,2006-08-09T09:20:00Z,3.5,58,2,87.3,2,1313,NA,NA,NA
GV01,2004-12-07T13:10:00Z,2.9,106.7,3.2,152.1,4.3,1139,1623.4,172.5,44.4
GV01,2006-02-08T15:15:00Z,0.1,0.9,0.4,15.1,0.7,1361,NA,NA,NA
AT07,2005-05-05T06:00:00Z,0.5,282.6,4.9,279.1,4.9,1962,NA,NA,NA
RG01,2006-05-18T13:44:00Z,2.5,123.7,0.5,130.8,0.1,1524,NA,NA,NA
RS02,2009-03-04T21:35:00Z,1.5,24.9,2.1,47.2,1.5,803,NA,NA,NA
RG01,2005-04-01T14:36:00Z,0.4,246.2,1.2,268.6,0.2,1330,18.2,2.4,0.5
GV01,2006-05-21T23:22:00Z,0.1,3.7,2.4,21.5,3.5,1007,NA,NA,NA
GV01,2009-02-18T10:50:00Z,0.5,5.5,1.1,20.1,0.9,1337,NA,NA,NA
AT07,2005-01-09T13:55:00Z,1.2,225.6,14.4,141.7,20.7,405,NA,NA,NA
MC00,2002-12-16T12:09:00Z,7.9,23.8,6.9,55,8.6,73,2416.3,134.3,22.5
HO00,2012-04-13T08:00:00Z,1.2,0.8,0.2,1.5,0.7,793,NA,NA,NA
MC00,2001-10-30T16:30:00Z,28.2,137.9,18.9,297.1,22.3,NA,1533.5,127.1,7.9
DV01,2005-09-21T11:30:00Z,8.9,162.1,0.6,226.1,0.8,3215,NA,NA,NA
AB00,2010-12-18T16:00:00Z,2.8,27.8,4.4,70.9,4.9,344,830.5,65.3,NA
MC00,2004-10-20T21:22:00Z,0.1,100.1,8.4,162.7,8.6,732,112.5,12.3,1.8
RS02,2005-05-07T10:02:00Z,0.4,1.2,0.3,2.4,0.8,654,NA,NA,NA
RG01,2005-02-19T01:00:00Z,2.7,189.6,2.1,221.1,1.4,1234,NA,NA,34.1
GV01,2004-10-21T15:17:00Z,20.6,7.5,4.4,91.3,4.4,1486,312.4,30.1,4.2
RG01,2007-04-20T12:00:00Z,0.6,170.2,0.6,211.9,0.8,NA,NA,NA,NA
MC00,2002-03-18T08:42:00Z,1.8,74.9,6.7,213,11,NA,171.2,20.9,2.3
AB00,2009-02-07T10:45:00Z,1.5,30.5,10.2,50.2,8.5,272,NA,NA,NA
BC02,2007-02-22T14:00:00Z,5.5,525.2,4.1,556.1,4.8,NA,NA,NA,NA
RS02,2010-12-19T05:29:00Z,3.4,117.8,0.4,165.2,0.8,369,NA,NA,NA
RG01,2009-02-05T07:40:00Z,5.2,35.2,1.8,71.4,1.2,1112,NA,NA,NA
AB00,2003-03-15T12:12:00Z,1.1,167.2,26.7,242.6,16.6,424,13144.8,1370.4,503.9
DV01,2005-12-02T12:47:00Z,3.4,24,1.9,112.8,2.7,4773,NA,NA,NA
RG01,2006-04-03T20:00:00Z,1.4,72.1,6.3,128.2,7.5,336,NA,NA,NA
AB00,2003-12-25T16:10:00Z,2.8,31.5,16.5,59.5,14.1,326,NA,NA,NA
AB00,2008-11-12T15:10:00Z,10.2,53.9,1.8,92.6,2.1,633,NA,NA,NA
RG01,2005-05-18T15:15:00Z,0.7,228.3,0.2,215,0.5,1469,15.6,0.2,0.1
AB00,2004-01-12T10:39:00Z,11.6,90.4,2.4,105.4,2.5,2177,NA,NA,NA
AT07,2004-12-27T17:10:00Z,4.6,55.2,5.4,93.3,9.3,185,NA,NA,NA
AB00,2008-01-25T06:46:00Z,1.2,169.5,4,239.9,5,777,NA,NA,NA
SP02,2009-02-18T14:00:00Z,7.6,203.7,4.2,254.2,4.8,720,NA,NA,NA
GV01,2009-02-05T09:00:00Z,0.2,4.2,0.6,25.1,1.9,1522,NA,NA,NA
GV01,2008-01-04T14:58:00Z,0.2,27.6,2,57.2,2.2,881,NA,NA,NA
RS02,2005-01-10T06:32:00Z,0.3,41.7,2,56.2,1.5,108,NA,NA,NA
ON02,2006-03-07T14:29:00Z,1,25,0.4,43.1,0.9,799,NA,NA,NA
MC00,2006-04-06T06:59:00Z,1.9,47.9,1.3,70.6,1.6,515,NA,NA,NA
MC06,2003-03-15T15:42:00Z,0.1,113.6,3.5,171.6,6,290,1039.3,86.9,5.2
GV01,2004-02-25T18:37:00Z,0.1,44.5,39.5,84.3,11.1,395,NA,NA,NA
BC02,2006-08-09T09:44:00Z,0.6,1707.3,1.6,1857.5,1.3,2819,NA,NA,NA
MC00,2005-03-18T13:34:00Z,1.2,42.7,1,71.3,0.7,856,163.6,11.9,1.2
MC06,2010-01-18T17:00:00Z,21.3,306.2,5.5,413.5,17,421,NA,NA,NA
AB00,2001-11-24T18:10:00Z,6.7,65.3,16.8,131.3,18.7,NA,780.9,80.3,43.4
RG01,2008-01-27T23:00:00Z,0.2,188.6,1.9,224.9,1.9,458,NA,NA,NA
MC00,2005-03-23T22:52:00Z,0.5,43.6,1.5,59.9,1.4,639,39.7,3.6,0.5
BC02,2011-02-09T19:02:00Z,1.3,179.4,2.1,229.2,3.8,1061,NA,NA,NA
RG01,2012-01-22T04:10:00Z,3.1,1215.7,2.2,1447.4,1.8,4331,NA,NA,NA
RG01,2005-01-09T07:59:00Z,0.1,78.5,49.4,127.6,12.3,341,20644.7,1711.9,736.7
MC00,2005-09-06T10:30:00Z,3,91.8,2,107.9,1.1,1463,NA,NA,NA
MC00,2005-10-17T03:51:00Z,26.4,98.1,1.9,188.4,3.1,1657,NA,NA,NA
AB00,2004-12-07T14:20:00Z,1.2,41.3,1.8,82.8,2.4,1523,NA,NA,NA
GV01,2009-02-18T12:50:00Z,0.3,5.7,1,21,0.9,1336,NA,NA,NA
DV01,2004-12-28T03:45:00Z,6.4,139.3,18.1,203.8,19.3,474,NA,NA,NA
GV01,2005-05-05T20:12:00Z,0.2,18.4,2.6,43.2,4.9,1244,808.8,88.9,152.8
RS02,2006-04-14T22:34:00Z,0.9,6.7,0.5,12.3,0.7,491,NA,NA,NA
MC00,2005-01-08T13:15:00Z,0.5,58.7,5.5,71.5,4,256,769.9,55.1,11.5
GV01,2006-01-04T02:12:00Z,0.2,41.4,1.5,62.2,1.3,1356,NA,NA,NA
MC00,2005-02-11T06:04:00Z,0.1,32.3,NA,65.7,3.7,251,NA,NA,8.1
AB00,2001-11-12T15:00:00Z,9.2,41.1,24.6,190.7,55.5,NA,NA,NA,824.5
AB00,2008-01-28T04:07:00Z,0.4,125.8,7.1,170.9,6.6,532,NA,NA,NA
RS02,2012-03-25T16:15:00Z,0.3,NA,0.8,11,0.8,712,NA,NA,NA
RG01,2009-10-14T05:20:00Z,30.4,89,3.8,207.2,5.6,428,NA,NA,NA
DV01,2006-04-07T18:30:00Z,6.2,105,5.2,168.1,5.3,2943,NA,NA,NA
ON02,2006-04-14T13:35:00Z,1.5,50.3,0.7,51.1,1.1,838,NA,NA,NA
AB00,2009-02-18T16:55:00Z,5.5,37.1,4.5,72.5,4.2,1403,NA,NA,NA
MC00,2002-02-14T11:00:00Z,0.1,92.3,1.1,127.4,3.4,NA,53.5,8.2,0.3
AB00,2005-03-22T22:12:00Z,1.5,112.7,9.6,135.8,4.8,746,NA,NA,NA
BC02,2010-01-17T23:00:00Z,0.6,308.9,4.7,396.1,22.1,729,NA,NA,NA
ON02,2004-12-07T11:31:00Z,0.3,91.5,NA,125.4,1,990,326,30.7,4.1
GV01,2008-01-05T11:58:00Z,0.2,12.4,1.1,31.7,1,1339,NA,NA,NA
AB00,2005-01-07T22:35:00Z,1.2,84.4,14,104.4,3.1,583,NA,NA,NA
MC00,2002-11-07T16:26:00Z,100.9,181.1,19.2,631.2,39.9,327,3119.1,172.9,16.6
RG01,2007-02-23T00:55:00Z,3.3,152.3,4.8,221.4,4.5,1561,NA,NA,NA
GV01,2005-03-19T08:22:00Z,0.1,35.8,3.1,53.3,0.6,1349,183.9,18.5,61.8
ON02,2007-02-14T13:33:00Z,0.4,NA,0.3,43.7,0.5,1139,NA,NA,NA
GV01,2005-02-16T09:37:00Z,0.9,20.4,3.1,44.4,2.3,1296,1058.3,77.5,37.3
AT07,2005-02-17T08:26:00Z,0.4,88.6,6.8,99.3,0.2,1559,NA,NA,NA
MC00,2009-02-18T06:40:00Z,0.4,37.7,2.7,60.3,1.2,756,NA,NA,NA
MC00,2008-11-25T22:30:00Z,0.5,95.9,14.6,217.8,18.6,238,NA,NA,NA
ON02,2008-01-27T04:59:00Z,1.2,188,1.7,210.1,1.5,286,NA,NA,NA
AB00,2001-03-06T02:25:00Z,1.1,52,19.7,76.5,19.1,305,NA,NA,NA
AB00,2008-12-15T01:40:00Z,14,48.3,2.7,94,3.8,513,NA,NA,NA
MC00,2002-05-20T11:34:00Z,81.7,102,9.5,389.7,13.5,NA,194.8,29.2,4.4
RS02,2003-11-09T10:40:00Z,0.1,1.4,1.8,9.3,1.5,846,NA,NA,NA
MC00,2005-02-26T10:28:00Z,0.2,49.6,2.6,51.6,0.8,612,41.7,4.6,NA
AT07,2009-07-12T11:40:00Z,0.5,2.2,4.8,45,4.4,NA,NA,NA,NA
BC02,2008-01-23T08:38:00Z,1,247.7,10.5,288.1,11.6,606,NA,NA,NA
TO02,2008-01-23T08:55:00Z,1.8,357.8,6.4,488.7,9,483,NA,NA,NA
GV01,2004-08-03T16:03:00Z,0.4,0.4,1.4,31.4,4.7,1549,NA,NA,NA
AB00,2008-01-06T00:01:00Z,0.5,92.8,4,125.2,4.5,560,NA,NA,NA
RG01,2005-01-12T05:02:00Z,0.1,182.5,3.7,193.7,1.8,542,NA,NA,3.8
AT07,2004-12-31T13:30:00Z,1.7,46.8,12.2,324.3,15.6,943,NA,NA,NA
MC00,2005-01-10T09:53:00Z,0.4,73.4,9.7,120.7,8.7,204,16365.2,1097.4,186.1
RS02,2008-01-24T16:13:00Z,0.4,113.9,1.1,142.8,1.5,352,NA,NA,NA
GV01,2004-12-05T15:41:00Z,0.3,20.5,2.3,44.6,3.3,1361,10757.8,937.9,175.3
GV01,2009-02-17T07:30:00Z,0.8,23.9,1.6,58.3,1.4,1127,NA,NA,NA
RS02,2006-04-03T10:44:00Z,1.1,0.8,0.6,9.2,0.4,561,NA,NA,NA
AB00,2007-12-18T15:40:00Z,13.3,47.2,7.1,101.5,6.9,358,NA,NA,NA
AB00,2009-06-18T14:05:00Z,1.6,81.3,2.1,96.4,3.2,2038,NA,NA,NA
MC00,2005-04-12T16:16:00Z,1.2,36.3,0.9,57.3,0.5,993,NA,NA,NA
BC02,2005-10-17T16:29:00Z,15.7,497,14.3,592.7,16.6,1098,NA,NA,NA
RS02,2010-01-20T09:10:00Z,5.5,162,1.6,NA,15.9,319,41076,3217,NA
RG01,2005-12-02T08:51:00Z,1.5,137.2,1.1,176.2,2.3,1728,NA,NA,NA
ON02,2006-08-09T10:35:00Z,1.3,0.1,0.3,16.4,0.3,1083,NA,NA,NA
MC00,2009-12-07T16:35:00Z,1.6,39.2,7.6,80,8.1,241,NA,NA,NA
MC00,2001-11-24T12:30:00Z,9,22.2,6.4,66.3,7,NA,2591.4,147.4,14.2
MC00,2004-10-12T16:28:00Z,1.5,18.3,7.7,48.2,10.1,1553,NA,NA,NA
GV01,2007-04-20T08:00:00Z,0.9,0.3,0.6,41.4,0.2,1481,NA,NA,NA
GV01,2005-05-05T11:12:00Z,0.1,18.4,0.3,38.8,0.4,1288,71.6,7.9,5
SP02,2011-10-26T08:20:00Z,13,78,1.3,103.2,0.9,1064,NA,NA,NA
GV01,2009-02-16T03:29:00Z,0.4,1.1,0.9,12.3,0.8,1341,NA,NA,NA
AB00,2012-03-25T21:00:00Z,1,27.3,3.8,52,3.8,346,NA,NA,NA
AB00,2005-02-24T17:20:00Z,2.2,97.3,3.8,120.8,0.6,977,NA,NA,NA
RG01,2003-05-03T22:53:00Z,0.7,85.9,1.4,88.7,1.1,1038,45.3,5.7,NA
